iter,time,Atmosphere0,Atmosphere1,Atmosphere2,Oceans0,Oceans1,Oceans2,OCrust0,OCrust1,OCrust2,UMantle0,UMantle1,UMantle2,LMantle0,LMantle1,LMantle2,CCrust0,CCrust1,CCrust2,AbioticFixation0,AbioticFixation1,FreundlichAdsorption0,HydrothermalCirculation0,HydrothermalCirculation1,Subduction0,Volcanism0,Volcanism1,Volcanism2,Convection0,Erosion0,Erosion1,Henry0,Henry1
248000,1240,2.0011241e+18,0,0,8.966213e+15,6.7259471e+16,1.5277011e+19,0,0,1.2185259e+19,0,0,1.4302888e+18,0,0,2.2348545e+18,0,0,6.9523784e+17,2.0012542e+10,8004996.7,1.2185382e+11,2.0012068e+10,2667765.1,1.1575996e+11,2.0024042e+10,8.009617e+10,1.5643982e+10,1.5639084e+10,6.092479e+09,0.54906453,2671458.2,1
250000,1250,2.0011324e+18,0,0,8.9662501e+15,6.7264214e+16,1.5277026e+19,0,0,1.2185271e+19,0,0,1.4302953e+18,0,0,2.2348056e+18,0,0,6.9523931e+17,2.0012625e+10,8005029.9,1.2185394e+11,2.001215e+10,2667599,1.1576007e+11,2.0024135e+10,8.0096539e+10,1.5643639e+10,1.563874e+10,6.0924918e+09,0.5533312,2671334.7,1
252000,1260,2.0011408e+18,0,0,8.9662877e+15,6.726896e+16,1.5277042e+19,0,0,1.2185283e+19,0,0,1.4303019e+18,0,0,2.2347566e+18,0,0,6.9524072e+17,2.0012708e+10,8005063.4,1.2185407e+11,2.0012234e+10,2667433.1,1.1576019e+11,2.0024227e+10,8.0096908e+10,1.5643296e+10,1.5638396e+10,6.0925042e+09,0.55759787,2671207.1,1
254000,1270,2.0011492e+18,0,0,8.9663256e+15,6.7273709e+16,1.5277057e+19,0,0,1.2185296e+19,0,0,1.4303085e+18,0,0,2.2347076e+18,0,0,6.9524206e+17,2.0012793e+10,8005097.2,1.2185419e+11,2.0012318e+10,2667267.3,1.1576031e+11,2.0024319e+10,8.0097277e+10,1.5642953e+10,1.5638053e+10,6.092516e+09,0.56186453,2671075.8,1
256000,1280,2.0011578e+18,0,0,8.9663638e+15,6.7278461e+16,1.5277072e+19,0,0,1.2185308e+19,0,0,1.4303151e+18,0,0,2.2346586e+18,0,0,6.9524335e+17,2.0012878e+10,8005131.4,1.2185431e+11,2.0012403e+10,2667101.6,1.1576043e+11,2.0024411e+10,8.0097646e+10,1.564261e+10,1.5637709e+10,6.0925273e+09,0.5661312,2670941.4,1
258000,1290,2.0011664e+18,0,0,8.9664024e+15,6.7283216e+16,1.5277088e+19,0,0,1.218532e+19,0,0,1.4303217e+18,0,0,2.2346095e+18,0,0,6.952446e+17,2.0012964e+10,8005165.8,1.2185444e+11,2.0012489e+10,2666936,1.1576054e+11,2.0024504e+10,8.0098015e+10,1.5642267e+10,1.5637365e+10,6.0925382e+09,0.57039787,2670803.9,1
260000,1300,2.001175e+18,0,0,8.9664412e+15,6.7287973e+16,1.5277103e+19,0,0,1.2185333e+19,0,0,1.4303283e+18,0,0,2.2345605e+18,0,0,6.9524579e+17,2.0013051e+10,8005200.4,1.2185456e+11,2.0012575e+10,2666770.6,1.1576066e+11,2.0024596e+10,8.0098384e+10,1.5641924e+10,1.5637022e+10,6.0925487e+09,0.57466453,2670663.8,1
262000,1310,2.0011838e+18,0,0,8.9664802e+15,6.7292732e+16,1.5277119e+19,0,0,1.2185345e+19,0,0,1.4303349e+18,0,0,2.2345115e+18,0,0,6.9524695e+17,2.0013138e+10,8005235.3,1.2185468e+11,2.0012662e+10,2666605.2,1.1576078e+11,2.0024688e+10,8.0098752e+10,1.5641581e+10,1.5636678e+10,6.0925588e+09,0.5789312,2670521.4,1
264000,1320,2.0011925e+18,0,0,8.9665195e+15,6.7297492e+16,1.5277134e+19,0,0,1.2185357e+19,0,0,1.4303414e+18,0,0,2.2344625e+18,0,0,6.9524807e+17,2.0013226e+10,8005270.4,1.218548e+11,2.001275e+10,2666439.9,1.1576089e+11,2.002478e+10,8.0099121e+10,1.5641237e+10,1.5636334e+10,6.0925686e+09,0.58319787,2670376.7,1
266000,1330,2.0012013e+18,0,0,8.9665589e+15,6.7302255e+16,1.527715e+19,0,0,1.218537e+19,0,0,1.430348e+18,0,0,2.2344134e+18,0,0,6.9524915e+17,2.0013314e+10,8005305.6,1.2185493e+11,2.0012838e+10,2666274.6,1.1576101e+11,2.0024872e+10,8.0099489e+10,1.5640894e+10,1.5635991e+10,6.0925781e+09,0.58746453,2670230.2,1
268000,1340,2.0012102e+18,0,0,8.9665986e+15,6.7307019e+16,1.5277165e+19,0,0,1.2185382e+19,0,0,1.4303546e+18,0,0,2.2343644e+18,0,0,6.952502e+17,2.0013402e+10,8005341,1.2185505e+11,2.0012926e+10,2666109.5,1.1576113e+11,2.0024964e+10,8.0099858e+10,1.5640551e+10,1.5635647e+10,6.0925873e+09,0.5917312,2670081.9,1
270000,1350,2.0012191e+18,0,0,8.9666384e+15,6.7311784e+16,1.5277181e+19,0,0,1.2185394e+19,0,0,1.4303612e+18,0,0,2.2343154e+18,0,0,6.9525122e+17,2.0013491e+10,8005376.5,1.2185517e+11,2.0013015e+10,2665944.4,1.1576124e+11,2.0025057e+10,8.0100226e+10,1.5640208e+10,1.5635304e+10,6.0925963e+09,0.59599787,2669932,1
272000,1360,2.001228e+18,0,0,8.9666783e+15,6.7316551e+16,1.5277196e+19,0,0,1.2185406e+19,0,0,1.4303678e+18,0,0,2.2342663e+18,0,0,6.9525222e+17,2.001358e+10,8005412.2,1.218553e+11,2.0013104e+10,2665779.3,1.1576136e+11,2.0025149e+10,8.0100595e+10,1.5639864e+10,1.563496e+10,6.092605e+09,0.60026453,2669780.7,1
274000,1370,2.0012369e+18,0,0,8.9667184e+15,6.7321319e+16,1.5277211e+19,0,0,1.2185419e+19,0,0,1.4303743e+18,0,0,2.2342173e+18,0,0,6.9525319e+17,2.001367e+10,8005447.9,1.2185542e+11,2.0013193e+10,2665614.3,1.1576148e+11,2.0025241e+10,8.0100963e+10,1.5639521e+10,1.5634617e+10,6.0926135e+09,0.6045312,2669628.1,1
276000,1380,2.0012459e+18,0,0,8.9667586e+15,6.7326088e+16,1.5277227e+19,0,0,1.2185431e+19,0,0,1.4303809e+18,0,0,2.2341682e+18,0,0,6.9525414e+17,2.001376e+10,8005483.8,1.2185554e+11,2.0013283e+10,2665449.4,1.157616e+11,2.0025333e+10,8.0101331e+10,1.5639178e+10,1.5634273e+10,6.0926218e+09,0.60879787,2669474.3,1
278000,1390,2.0012549e+18,0,0,8.9667989e+15,6.7330858e+16,1.5277242e+19,0,0,1.2185443e+19,0,0,1.4303875e+18,0,0,2.2341192e+18,0,0,6.9525507e+17,2.001385e+10,8005519.8,1.2185566e+11,2.0013373e+10,2665284.5,1.1576171e+11,2.0025425e+10,8.01017e+10,1.5638834e+10,1.563393e+10,6.0926299e+09,0.61306453,2669319.5,1
280000,1400,2.0012639e+18,0,0,8.9668393e+15,6.7335629e+16,1.5277258e+19,0,0,1.2185456e+19,0,0,1.4303941e+18,0,0,2.2340701e+18,0,0,6.9525597e+17,2.001394e+10,8005555.9,1.2185579e+11,2.0013463e+10,2665119.7,1.1576183e+11,2.0025517e+10,8.0102068e+10,1.5638491e+10,1.5633586e+10,6.0926379e+09,0.6173312,2669163.8,1
282000,1410,2.0012729e+18,0,0,8.9668798e+15,6.7340401e+16,1.5277273e+19,0,0,1.2185468e+19,0,0,1.4304007e+18,0,0,2.2340211e+18,0,0,6.9525687e+17,2.001403e+10,8005592,1.2185591e+11,2.0013553e+10,2664954.9,1.1576195e+11,2.0025609e+10,8.0102436e+10,1.5638148e+10,1.5633243e+10,6.0926457e+09,0.62159787,2669007.2,1
284000,1420,2.001282e+18,0,0,8.9669203e+15,6.7345174e+16,1.5277289e+19,0,0,1.218548e+19,0,0,1.4304072e+18,0,0,2.233972e+18,0,0,6.9525774e+17,2.0014121e+10,8005628.2,1.2185603e+11,2.0013643e+10,2664790.1,1.1576206e+11,2.0025701e+10,8.0102805e+10,1.5637804e+10,1.5632899e+10,6.0926534e+09,0.62586453,2668849.9,1
286000,1430,2.0012911e+18,0,0,8.966961e+15,6.7349947e+16,1.5277304e+19,0,0,1.2185493e+19,0,0,1.4304138e+18,0,0,2.233923e+18,0,0,6.952586e+17,2.0014211e+10,8005664.5,1.2185616e+11,2.0013734e+10,2664625.4,1.1576218e+11,2.0025793e+10,8.0103173e+10,1.5637461e+10,1.5632556e+10,6.0926609e+09,0.6301312,2668691.9,1
288000,1440,2.0013001e+18,0,0,8.9670017e+15,6.7354721e+16,1.5277319e+19,0,0,1.2185505e+19,0,0,1.4304204e+18,0,0,2.2338739e+18,0,0,6.9525945e+17,2.0014302e+10,8005700.8,1.2185628e+11,2.0013825e+10,2664460.7,1.157623e+11,2.0025885e+10,8.0103541e+10,1.5637118e+10,1.5632213e+10,6.0926683e+09,0.63439787,2668533.3,1
290000,1450,2.0013092e+18,0,0,8.9670424e+15,6.7359496e+16,1.5277335e+19,0,0,1.2185517e+19,0,0,1.430427e+18,0,0,2.2338249e+18,0,0,6.9526028e+17,2.0014393e+10,8005737.2,1.218564e+11,2.0013916e+10,2664296,1.1576241e+11,2.0025977e+10,8.0103909e+10,1.5636774e+10,1.5631869e+10,6.0926756e+09,0.63866453,2668374.1,1
292000,1460,2.0013183e+18,0,0,8.9670832e+15,6.7364271e+16,1.527735e+19,0,0,1.218553e+19,0,0,1.4304335e+18,0,0,2.2337758e+18,0,0,6.9526111e+17,2.0014484e+10,8005773.7,1.2185653e+11,2.0014007e+10,2664131.4,1.1576253e+11,2.0026069e+10,8.0104278e+10,1.5636431e+10,1.5631526e+10,6.0926829e+09,0.6429312,2668214.4,1
294000,1470,2.0013275e+18,0,0,8.9671241e+15,6.7369047e+16,1.5277366e+19,0,0,1.2185542e+19,0,0,1.4304401e+18,0,0,2.2337268e+18,0,0,6.9526192e+17,2.0014575e+10,8005810.1,1.2185665e+11,2.0014098e+10,2663966.8,1.1576265e+11,2.0026161e+10,8.0104646e+10,1.5636088e+10,1.5631182e+10,6.09269e+09,0.64719787,2668054.3,1
296000,1480,2.0013366e+18,0,0,8.967165e+15,6.7373823e+16,1.5277381e+19,0,0,1.2185554e+19,0,0,1.4304467e+18,0,0,2.2336777e+18,0,0,6.9526273e+17,2.0014667e+10,8005846.6,1.2185677e+11,2.0014189e+10,2663802.2,1.1576276e+11,2.0026254e+10,8.0105014e+10,1.5635744e+10,1.5630839e+10,6.0926971e+09,0.65146453,2667893.8,1
298000,1490,2.0013457e+18,0,0,8.9672059e+15,6.73786e+16,1.5277397e+19,0,0,1.2185566e+19,0,0,1.4304533e+18,0,0,2.2336287e+18,0,0,6.9526352e+17,2.0014758e+10,8005883.2,1.2185689e+11,2.001428e+10,2663637.7,1.1576288e+11,2.0026346e+10,8.0105382e+10,1.5635401e+10,1.5630496e+10,6.092704e+09,0.6557312,2667732.9,1
300000,1500,2.0013549e+18,0,0,8.9672469e+15,6.7383378e+16,1.5277412e+19,0,0,1.2185579e+19,0,0,1.4304598e+18,0,0,2.2335796e+18,0,0,6.9526431e+17,2.0014849e+10,8005919.8,1.2185702e+11,2.0014372e+10,2663473.2,1.15763e+11,2.0026438e+10,8.0105751e+10,1.5635058e+10,1.5630152e+10,6.0927109e+09,0.65999787,2667571.6,1
302000,1510,2.001364e+18,0,0,8.9672879e+15,6.7388155e+16,1.5277427e+19,0,0,1.2185591e+19,0,0,1.4304664e+18,0,0,2.2335306e+18,0,0,6.9526509e+17,2.0014941e+10,8005956.4,1.2185714e+11,2.0014463e+10,2663308.7,1.1576311e+11,2.002653e+10,8.0106119e+10,1.5634714e+10,1.5629809e+10,6.0927178e+09,0.66113277,2667410.1,1
304000,1520,2.0013732e+18,0,0,8.9673289e+15,6.7392934e+16,1.5277443e+19,0,0,1.2185603e+19,0,0,1.430473e+18,0,0,2.2334815e+18,0,0,6.9526587e+17,2.0015033e+10,8005993,1.2185726e+11,2.0014555e+10,2663144.2,1.1576323e+11,2.0026622e+10,8.0106487e+10,1.5634371e+10,1.5629466e+10,6.0927246e+09,0.6622661,2667248.3,1
306000,1530,2.0013823e+18,0,0,8.96737e+15,6.7397712e+16,1.5277458e+19,0,0,1.2185616e+19,0,0,1.4304796e+18,0,0,2.2334325e+18,0,0,6.9526663e+17,2.0015124e+10,8006029.6,1.2185739e+11,2.0014646e+10,2662979.8,1.1576335e+11,2.0026714e+10,8.0106855e+10,1.5634027e+10,1.5629122e+10,6.0927313e+09,0.66339943,2667086.3,1
308000,1540,2.0013915e+18,0,0,8.967411e+15,6.7402491e+16,1.5277474e+19,0,0,1.2185628e+19,0,0,1.4304861e+18,0,0,2.2333834e+18,0,0,6.952674e+17,2.0015216e+10,8006066.3,1.2185751e+11,2.0014738e+10,2662815.4,1.1576347e+11,2.0026806e+10,8.0107223e+10,1.5633684e+10,1.5628779e+10,6.092738e+09,0.66453277,2666924.1,1
310000,1550,2.0014007e+18,0,0,8.9674521e+15,6.740727e+16,1.5277489e+19,0,0,1.218564e+19,0,0,1.4304927e+18,0,0,2.2333344e+18,0,0,6.9526815e+17,2.0015308e+10,8006103,1.2185763e+11,2.001483e+10,2662651,1.1576358e+11,2.0026898e+10,8.0107591e+10,1.5633341e+10,1.5628436e+10,6.0927446e+09,0.6656661,2666761.7,1
312000,1560,2.0014098e+18,0,0,8.9674933e+15,6.741205e+16,1.5277505e+19,0,0,1.2185653e+19,0,0,1.4304993e+18,0,0,2.2332853e+18,0,0,6.9526891e+17,2.0015399e+10,8006139.7,1.2185776e+11,2.0014921e+10,2662486.6,1.157637e+11,2.002699e+10,8.010796e+10,1.5632997e+10,1.5628092e+10,6.0927512e+09,0.66679943,2666599.1,1
314000,1570,2.001419e+18,0,0,8.9675344e+15,6.741683e+16,1.527752e+19,0,0,1.2185665e+19,0,0,1.4305059e+18,0,0,2.2332363e+18,0,0,6.9526966e+17,2.0015491e+10,8006176.4,1.2185788e+11,2.0015013e+10,2662322.2,1.1576382e+11,2.0027082e+10,8.0108328e+10,1.5632654e+10,1.5627749e+10,6.0927578e+09,0.66793277,2666436.3,1
316000,1580,2.0014282e+18,0,0,8.9675755e+15,6.742161e+16,1.5277535e+19,0,0,1.2185677e+19,0,0,1.4305124e+18,0,0,2.2331872e+18,0,0,6.952704e+17,2.0015583e+10,8006213.2,1.21858e+11,2.0015105e+10,2662157.9,1.1576393e+11,2.0027174e+10,8.0108696e+10,1.5632311e+10,1.5627406e+10,6.0927643e+09,0.6690661,2666273.4,1
318000,1590,2.0014374e+18,0,0,8.9676167e+15,6.742639e+16,1.5277551e+19,0,0,1.2185689e+19,0,0,1.430519e+18,0,0,2.2331382e+18,0,0,6.9527114e+17,2.0015675e+10,8006249.9,1.2185812e+11,2.0015197e+10,2661993.6,1.1576405e+11,2.0027266e+10,8.0109064e+10,1.5631967e+10,1.5627062e+10,6.0927708e+09,0.67019943,2666110.4,1
320000,1600,2.0014466e+18,0,0,8.9676579e+15,6.7431171e+16,1.5277566e+19,0,0,1.2185702e+19,0,0,1.4305256e+18,0,0,2.2330891e+18,0,0,6.9527188e+17,2.0015767e+10,8006286.7,1.2185825e+11,2.0015289e+10,2661829.3,1.1576417e+11,2.0027358e+10,8.0109432e+10,1.5631624e+10,1.5626719e+10,6.0927773e+09,0.67133277,2665947.3,1
322000,1610,2.0014558e+18,0,0,8.9676991e+15,6.7435952e+16,1.5277582e+19,0,0,1.2185714e+19,0,0,1.4305322e+18,0,0,2.2330401e+18,0,0,6.9527261e+17,2.0015859e+10,8006323.5,1.2185837e+11,2.0015381e+10,2661665,1.1576428e+11,2.002745e+10,8.01098e+10,1.5631281e+10,1.5626376e+10,6.0927837e+09,0.6724661,2665784.1,1
324000,1620,2.001465e+18,0,0,8.9677403e+15,6.7440734e+16,1.5277597e+19,0,0,1.2185726e+19,0,0,1.4305387e+18,0,0,2.232991e+18,0,0,6.9527335e+17,2.0015951e+10,8006360.2,1.2185849e+11,2.0015472e+10,2661500.8,1.157644e+11,2.0027542e+10,8.0110168e+10,1.5630937e+10,1.5626033e+10,6.0927901e+09,0.67359943,2665620.8,1
326000,1630,2.0014742e+18,0,0,8.9677815e+15,6.7445515e+16,1.5277613e+19,0,0,1.2185739e+19,0,0,1.4305453e+18,0,0,2.232942e+18,0,0,6.9527408e+17,2.0016043e+10,8006397,1.2185862e+11,2.0015564e+10,2661336.5,1.1576452e+11,2.0027634e+10,8.0110537e+10,1.5630594e+10,1.5625689e+10,6.0927965e+09,0.67473277,2665457.4,1
328000,1640,2.0014834e+18,0,0,8.9678227e+15,6.7450297e+16,1.5277628e+19,0,0,1.2185751e+19,0,0,1.4305519e+18,0,0,2.2328929e+18,0,0,6.952748e+17,2.0016135e+10,8006433.8,1.2185874e+11,2.0015656e+10,2661172.3,1.1576463e+11,2.0027726e+10,8.0110905e+10,1.5630251e+10,1.5625346e+10,6.0928029e+09,0.6758661,2665294,1
330000,1650,2.0014926e+18,0,0,8.9678639e+15,6.7455079e+16,1.5277643e+19,0,0,1.2185763e+19,0,0,1.4305584e+18,0,0,2.2328439e+18,0,0,6.9527553e+17,2.0016227e+10,8006470.6,1.2185886e+11,2.0015748e+10,2661008.1,1.1576475e+11,2.0027818e+10,8.0111273e+10,1.5629907e+10,1.5625003e+10,6.0928092e+09,0.67699943,2665130.5,1
332000,1660,2.0015018e+18,0,0,8.9679051e+15,6.7459861e+16,1.5277659e+19,0,0,1.2185776e+19,0,0,1.430565e+18,0,0,2.2327948e+18,0,0,6.9527625e+17,2.0016319e+10,8006507.4,1.2185899e+11,2.001584e+10,2660843.9,1.1576487e+11,2.002791e+10,8.0111641e+10,1.5629564e+10,1.5624659e+10,6.0928156e+09,0.67813277,2664966.9,1
334000,1670,2.001511e+18,0,0,8.9679464e+15,6.7464644e+16,1.5277674e+19,0,0,1.2185788e+19,0,0,1.4305716e+18,0,0,2.2327458e+18,0,0,6.9527697e+17,2.0016411e+10,8006544.2,1.2185911e+11,2.0015932e+10,2660679.8,1.1576498e+11,2.0028002e+10,8.0112009e+10,1.5629221e+10,1.5624316e+10,6.0928219e+09,0.6792661,2664803.3,1
336000,1680,2.0015202e+18,0,0,8.9679876e+15,6.7469427e+16,1.527769e+19,0,0,1.21858e+19,0,0,1.4305782e+18,0,0,2.2326967e+18,0,0,6.9527769e+17,2.0016503e+10,8006581,1.2185923e+11,2.0016024e+10,2660515.6,1.157651e+11,2.0028094e+10,8.0112377e+10,1.5628877e+10,1.5623973e+10,6.0928282e+09,0.68039943,2664639.7,1
338000,1690,2.0015294e+18,0,0,8.9680288e+15,6.747421e+16,1.5277705e+19,0,0,1.2185812e+19,0,0,1.4305847e+18,0,0,2.2326477e+18,0,0,6.9527841e+17,2.0016595e+10,8006617.9,1.2185935e+11,2.0016116e+10,2660351.5,1.1576522e+11,2.0028186e+10,8.0112745e+10,1.5628534e+10,1.562363e+10,6.0928345e+09,0.68153277,2664476,1
340000,1700,2.0015386e+18,0,0,8.9680701e+15,6.7478993e+16,1.527772e+19,0,0,1.2185825e+19,0,0,1.4305913e+18,0,0,2.2325987e+18,0,0,6.9527913e+17,2.0016687e+10,8006654.7,1.2185948e+11,2.0016208e+10,2660187.4,1.1576534e+11,2.0028278e+10,8.0113113e+10,1.5628191e+10,1.5623286e+10,6.0928408e+09,0.6826661,2664312.3,1
342000,1710,2.0015478e+18,0,0,8.9681113e+15,6.7483777e+16,1.5277736e+19,0,0,1.2185837e+19,0,0,1.4305979e+18,0,0,2.2325496e+18,0,0,6.9527984e+17,2.0016779e+10,8006691.5,1.218596e+11,2.00163e+10,2660023.3,1.1576545e+11,2.002837e+10,8.0113481e+10,1.5627847e+10,1.5622943e+10,6.092847e+09,0.68379943,2664148.6,1
344000,1720,2.001557e+18,0,0,8.9681526e+15,6.748856e+16,1.5277751e+19,0,0,1.2185849e+19,0,0,1.4306045e+18,0,0,2.2325006e+18,0,0,6.9528056e+17,2.0016871e+10,8006728.4,1.2185972e+11,2.0016393e+10,2659859.2,1.1576557e+11,2.0028462e+10,8.011385e+10,1.5627504e+10,1.56226e+10,6.0928533e+09,0.68493277,2663984.8,1
346000,1730,2.0015662e+18,0,0,8.9681938e+15,6.7493344e+16,1.5277767e+19,0,0,1.2185862e+19,0,0,1.430611e+18,0,0,2.2324515e+18,0,0,6.9528127e+17,2.0016963e+10,8006765.2,1.2185985e+11,2.0016485e+10,2659695.2,1.1576569e+11,2.0028554e+10,8.0114218e+10,1.5627161e+10,1.5622257e+10,6.0928596e+09,0.6860661,2663821,1
348000,1740,2.0015754e+18,0,0,8.9682351e+15,6.7498128e+16,1.5277782e+19,0,0,1.2185874e+19,0,0,1.4306176e+18,0,0,2.2324025e+18,0,0,6.9528198e+17,2.0017055e+10,8006802,1.2185997e+11,2.0016577e+10,2659531.1,1.157658e+11,2.0028646e+10,8.0114586e+10,1.5626818e+10,1.5621913e+10,6.0928658e+09,0.68719943,2663657.2,1
350000,1750,2.0015846e+18,0,0,8.9682764e+15,6.7502912e+16,1.5277798e+19,0,0,1.2185886e+19,0,0,1.4306242e+18,0,0,2.2323534e+18,0,0,6.9528269e+17,2.0017147e+10,8006838.9,1.2186009e+11,2.0016669e+10,2659367.1,1.1576592e+11,2.0028738e+10,8.0114954e+10,1.5626474e+10,1.562157e+10,6.092872e+09,0.68833277,2663493.4,1
352000,1760,2.0015938e+18,0,0,8.9683176e+15,6.7507697e+16,1.5277813e+19,0,0,1.2185899e+19,0,0,1.4306308e+18,0,0,2.2323044e+18,0,0,6.9528341e+17,2.0017239e+10,8006875.7,1.2186022e+11,2.0016761e+10,2659203.1,1.1576604e+11,2.002883e+10,8.0115322e+10,1.5626131e+10,1.5621227e+10,6.0928783e+09,0.6894661,2663329.6,1
354000,1770,2.001603e+18,0,0,8.9683589e+15,6.7512482e+16,1.5277828e+19,0,0,1.2185911e+19,0,0,1.4306373e+18,0,0,2.2322554e+18,0,0,6.9528411e+17,2.0017331e+10,8006912.5,1.2186034e+11,2.0016853e+10,2659039.1,1.1576615e+11,2.0028922e+10,8.011569e+10,1.5625788e+10,1.5620884e+10,6.0928845e+09,0.69059943,2663165.8,1
356000,1780,2.0016122e+18,0,0,8.9684002e+15,6.7517266e+16,1.5277844e+19,0,0,1.2185923e+19,0,0,1.4306439e+18,0,0,2.2322063e+18,0,0,6.9528482e+17,2.0017423e+10,8006949.4,1.2186046e+11,2.0016945e+10,2658875.1,1.1576627e+11,2.0029014e+10,8.0116058e+10,1.5625444e+10,1.562054e+10,6.0928907e+09,0.69173277,2663002,1
358000,1790,2.0016215e+18,0,0,8.9684414e+15,6.7522052e+16,1.5277859e+19,0,0,1.2185935e+19,0,0,1.4306505e+18,0,0,2.2321573e+18,0,0,6.9528553e+17,2.0017516e+10,8006986.2,1.2186058e+11,2.0017037e+10,2658711.1,1.1576639e+11,2.0029107e+10,8.0116426e+10,1.5625101e+10,1.5620197e+10,6.0928969e+09,0.6928661,2662838.2,1
360000,1800,2.0016307e+18,0,0,8.9684827e+15,6.7526837e+16,1.5277875e+19,0,0,1.2185948e+19,0,0,1.430657e+18,0,0,2.2321082e+18,0,0,6.9528624e+17,2.0017608e+10,8007023.1,1.2186071e+11,2.0017129e+10,2658547.2,1.157665e+11,2.0029199e+10,8.0116794e+10,1.5624758e+10,1.5619854e+10,6.0929031e+09,0.69399943,2662674.4,1
362000,1810,2.0016399e+18,0,0,8.968524e+15,6.7531622e+16,1.527789e+19,0,0,1.218596e+19,0,0,1.4306636e+18,0,0,2.2320592e+18,0,0,6.9528695e+17,2.00177e+10,8007059.9,1.2186083e+11,2.0017221e+10,2658383.3,1.1576662e+11,2.0029291e+10,8.0117162e+10,1.5624415e+10,1.5619511e+10,6.0929093e+09,0.69513277,2662510.5,1
364000,1820,2.0016491e+18,0,0,8.9685653e+15,6.7536408e+16,1.5277906e+19,0,0,1.2185972e+19,0,0,1.4306702e+18,0,0,2.2320102e+18,0,0,6.9528766e+17,2.0017792e+10,8007096.8,1.2186095e+11,2.0017313e+10,2658219.4,1.1576674e+11,2.0029383e+10,8.011753e+10,1.5624071e+10,1.5619168e+10,6.0929155e+09,0.6962661,2662346.7,1
366000,1830,2.0016583e+18,0,0,8.9686065e+15,6.7541194e+16,1.5277921e+19,0,0,1.2185985e+19,0,0,1.4306768e+18,0,0,2.2319611e+18,0,0,6.9528836e+17,2.0017884e+10,8007133.6,1.2186108e+11,2.0017405e+10,2658055.5,1.1576685e+11,2.0029475e+10,8.0117898e+10,1.5623728e+10,1.5618824e+10,6.0929217e+09,0.69739943,2662182.9,1
368000,1840,2.0016675e+18,0,0,8.9686478e+15,6.754598e+16,1.5277936e+19,0,0,1.2185997e+19,0,0,1.4306833e+18,0,0,2.2319121e+18,0,0,6.9528907e+17,2.0017976e+10,8007170.5,1.218612e+11,2.0017498e+10,2657891.6,1.1576697e+11,2.0029567e+10,8.0118266e+10,1.5623385e+10,1.5618481e+10,6.0929279e+09,0.69853277,2662019.1,1
370000,1850,2.0016767e+18,0,0,8.9686891e+15,6.7550766e+16,1.5277952e+19,0,0,1.2186009e+19,0,0,1.4306899e+18,0,0,2.2318631e+18,0,0,6.9528977e+17,2.0018068e+10,8007207.3,1.2186132e+11,2.001759e+10,2657727.7,1.1576709e+11,2.0029659e+10,8.0118634e+10,1.5623042e+10,1.5618138e+10,6.0929341e+09,0.6996661,2661855.3,1
372000,1860,2.0016859e+18,0,0,8.9687304e+15,6.7555553e+16,1.5277967e+19,0,0,1.2186022e+19,0,0,1.4306965e+18,0,0,2.231814e+18,0,0,6.9529048e+17,2.001816e+10,8007244.2,1.2186145e+11,2.0017682e+10,2657563.9,1.157672e+11,2.0029751e+10,8.0119002e+10,1.5622698e+10,1.5617795e+10,6.0929403e+09,0.70079943,2661691.5,1
374000,1870,2.0016952e+18,0,0,8.9687716e+15,6.7560339e+16,1.5277983e+19,0,0,1.2186034e+19,0,0,1.430703e+18,0,0,2.231765e+18,0,0,6.9529118e+17,2.0018253e+10,8007281,1.2186157e+11,2.0017774e+10,2657400,1.1576732e+11,2.0029843e+10,8.011937e+10,1.5622355e+10,1.5617452e+10,6.0929464e+09,0.70193277,2661527.7,1
376000,1880,2.0017044e+18,0,0,8.9688129e+15,6.7565126e+16,1.5277998e+19,0,0,1.2186046e+19,0,0,1.4307096e+18,0,0,2.231716e+18,0,0,6.9529189e+17,2.0018345e+10,8007317.9,1.2186169e+11,2.0017866e+10,2657236.2,1.1576744e+11,2.0029935e+10,8.0119738e+10,1.5622012e+10,1.5617108e+10,6.0929526e+09,0.7030661,2661363.9,1
378000,1890,2.0017136e+18,0,0,8.9688542e+15,6.7569913e+16,1.5278013e+19,0,0,1.2186058e+19,0,0,1.4307162e+18,0,0,2.2316669e+18,0,0,6.9529259e+17,2.0018437e+10,8007354.7,1.2186181e+11,2.0017958e+10,2657072.4,1.1576756e+11,2.0030027e+10,8.0120106e+10,1.5621669e+10,1.5616765e+10,6.0929588e+09,0.70419943,2661200.1,1
380000,1900,2.0017228e+18,0,0,8.9688955e+15,6.75747e+16,1.5278029e+19,0,0,1.2186071e+19,0,0,1.4307228e+18,0,0,2.2316179e+18,0,0,6.952933e+17,2.0018529e+10,8007391.6,1.2186194e+11,2.001805e+10,2656908.7,1.1576767e+11,2.0030119e+10,8.0120474e+10,1.5621325e+10,1.5616422e+10,6.092965e+09,0.70533277,2661036.3,1
