iter,time,Atmosphere0,Atmosphere1,Atmosphere2,Oceans0,Oceans1,Oceans2,OCrust0,OCrust1,OCrust2,UMantle0,UMantle1,UMantle2,LMantle0,LMantle1,LMantle2,CCrust0,CCrust1,CCrust2,AbioticFixation0,AbioticFixation1,FreundlichAdsorption0,HydrothermalCirculation0,HydrothermalCirculation1,Subduction0,Volcanism0,Volcanism1,Volcanism2,Convection0,Erosion0,Erosion1,Henry0,Henry1
112000,560,2.0114654e+18,0,0,9.0125508e+15,6.7315395e+16,1.5271233e+19,0,0,1.218065e+19,0,0,1.4295036e+18,0,0,2.238738e+18,0,0,6.920823e+17,2.0115968e+10,8046366.9,1.2185614e+11,2.0119442e+10,2693700.2,1.1571617e+11,2.001305e+10,8.0052199e+10,1.5671167e+10,1.5647417e+10,6.0648254e+09,0.2589312,2186691.2,1
114000,570,2.0103908e+18,0,0,9.0077356e+15,6.7282621e+16,1.5271818e+19,0,0,1.2181116e+19,0,0,1.4295378e+18,0,0,2.2385197e+18,0,0,6.9232759e+17,2.010522e+10,8042068,1.2185492e+11,2.0108308e+10,2692081.8,1.157206e+11,2.0013529e+10,8.0054116e+10,1.5669639e+10,1.5649617e+10,6.066975e+09,0.26319787,2235179.4,1
116000,580,2.0094225e+18,0,0,9.0033968e+15,6.7253525e+16,1.5272333e+19,0,0,1.2181527e+19,0,0,1.4295704e+18,0,0,2.2383354e+18,0,0,6.925544e+17,2.0095536e+10,8038194.3,1.2185387e+11,2.0098274e+10,2690606,1.1572451e+11,2.0013985e+10,8.0055939e+10,1.5668349e+10,1.5651413e+10,6.0689626e+09,0.26746453,2278959.9,1
118000,590,2.0085502e+18,0,0,8.9994882e+15,6.7227751e+16,1.5272788e+19,0,0,1.218189e+19,0,0,1.4296012e+18,0,0,2.2381792e+18,0,0,6.9276402e+17,2.0086812e+10,8034704.8,1.2185297e+11,2.0089234e+10,2689259,1.1572795e+11,2.0014417e+10,8.0057668e+10,1.5667255e+10,1.5652866e+10,6.0707997e+09,0.2717312,2318478.4,1
120000,600,2.0077646e+18,0,0,8.9959681e+15,6.7204978e+16,1.527319e+19,0,0,1.2182211e+19,0,0,1.4296304e+18,0,0,2.2380462e+18,0,0,6.9295769e+17,2.0078955e+10,8031562,1.218522e+11,2.0081093e+10,2688028.2,1.15731e+11,2.0014826e+10,8.0059304e+10,1.5666324e+10,1.5654029e+10,6.0724969e+09,0.27599787,2354139.7,1
122000,610,2.0070573e+18,0,0,8.9927987e+15,6.7184913e+16,1.5273545e+19,0,0,1.2182494e+19,0,0,1.429658e+18,0,0,2.2379321e+18,0,0,6.9313655e+17,2.0071881e+10,8028732.3,1.2185155e+11,2.0073761e+10,2686902.3,1.1573369e+11,2.0015212e+10,8.0060849e+10,1.5665525e+10,1.5654948e+10,6.0740643e+09,0.28026453,2386311.7,1
124000,620,2.0064206e+18,0,0,8.9899456e+15,6.7167292e+16,1.5273859e+19,0,0,1.2182744e+19,0,0,1.4296841e+18,0,0,2.2378336e+18,0,0,6.9330168e+17,2.0065513e+10,8026185.2,1.21851e+11,2.0067161e+10,2685871.1,1.1573607e+11,2.0015577e+10,8.0062307e+10,1.5664835e+10,1.5655659e+10,6.0755114e+09,0.2845312,2415328.2,1
126000,630,2.0058476e+18,0,0,8.9873782e+15,6.7151879e+16,1.5274137e+19,0,0,1.2182966e+19,0,0,1.4297086e+18,0,0,2.2377477e+18,0,0,6.9345409e+17,2.0059782e+10,8023892.9,1.2185053e+11,2.0061221e+10,2684925.4,1.1573818e+11,2.001592e+10,8.006368e+10,1.5664234e+10,1.5656196e+10,6.076847e+09,0.28879787,2441492.1,1
128000,640,2.0053321e+18,0,0,8.9850683e+15,6.7138455e+16,1.5274383e+19,0,0,1.2183163e+19,0,0,1.4297317e+18,0,0,2.2376721e+18,0,0,6.935947e+17,2.0054627e+10,8021830.7,1.2185014e+11,2.0055876e+10,2684056.7,1.1574005e+11,2.0016244e+10,8.0064974e+10,1.5663705e+10,1.5656586e+10,6.0780793e+09,0.29306453,2465078,1
130000,650,2.0048684e+18,0,0,8.9829907e+15,6.7126828e+16,1.5274602e+19,0,0,1.2183337e+19,0,0,1.4297534e+18,0,0,2.2376047e+18,0,0,6.937244e+17,2.004999e+10,8019975.8,1.2184981e+11,2.0051069e+10,2683257.6,1.157417e+11,2.0016548e+10,8.0066193e+10,1.5663233e+10,1.5656851e+10,6.0792159e+09,0.2973312,2486334.7,1
132000,660,2.0044515e+18,0,0,8.9811227e+15,6.711682e+16,1.5274796e+19,0,0,1.2183492e+19,0,0,1.4297739e+18,0,0,2.2375439e+18,0,0,6.9384401e+17,2.004582e+10,8018308.1,1.2184954e+11,2.0046746e+10,2682521.1,1.1574318e+11,2.0016835e+10,8.006734e+10,1.5662808e+10,1.5657013e+10,6.0802641e+09,0.30159787,2505487.7,1
134000,670,2.0040768e+18,0,0,8.9794436e+15,6.7108273e+16,1.5274969e+19,0,0,1.218363e+19,0,0,1.4297932e+18,0,0,2.2374884e+18,0,0,6.9395428e+17,2.0042073e+10,8016809,1.2184932e+11,2.0042859e+10,2681841.2,1.1574449e+11,2.0017105e+10,8.0068421e+10,1.5662419e+10,1.5657086e+10,6.0812305e+09,0.30586453,2522741,1
136000,680,2.0037401e+18,0,0,8.9779349e+15,6.7101043e+16,1.5275123e+19,0,0,1.2183753e+19,0,0,1.4298114e+18,0,0,2.237437e+18,0,0,6.9405592e+17,2.0038705e+10,8015462,1.2184914e+11,2.0039367e+10,2681212.2,1.1574565e+11,2.001736e+10,8.0069441e+10,1.5662059e+10,1.5657086e+10,6.0821212e+09,0.3101312,2538279.4,1
138000,690,2.0034377e+18,0,0,8.9765797e+15,6.7095001e+16,1.5275261e+19,0,0,1.2183863e+19,0,0,1.4298286e+18,0,0,2.2373887e+18,0,0,6.941496e+17,2.003568e+10,8014252.1,1.2184899e+11,2.0036229e+10,2680629.2,1.157467e+11,2.0017601e+10,8.0070403e+10,1.5661721e+10,1.5657025e+10,6.0829421e+09,0.31439787,2552270,1
140000,700,2.0031661e+18,0,0,8.975363e+15,6.7090029e+16,1.5275384e+19,0,0,1.2183961e+19,0,0,1.4298449e+18,0,0,2.2373428e+18,0,0,6.942359e+17,2.0032965e+10,8013165.8,1.2184889e+11,2.0033412e+10,2680087.5,1.1574763e+11,2.0017828e+10,8.0071311e+10,1.56614e+10,1.5656912e+10,6.0836985e+09,0.31866453,2564863.7,1
142000,710,2.0029224e+18,0,0,8.974271e+15,6.7086022e+16,1.5275494e+19,0,0,1.2184049e+19,0,0,1.4298602e+18,0,0,2.2372987e+18,0,0,6.9431541e+17,2.0030527e+10,8012190.9,1.2184881e+11,2.0030883e+10,2679583.2,1.1574846e+11,2.0018043e+10,8.0072171e+10,1.5661091e+10,1.5656756e+10,6.0843953e+09,0.3229312,2576197.3,1
144000,720,2.0027038e+18,0,0,8.9732914e+15,6.7082885e+16,1.5275593e+19,0,0,1.2184128e+19,0,0,1.4298748e+18,0,0,2.237256e+18,0,0,6.9438865e+17,2.0028341e+10,8011316.4,1.2184875e+11,2.0028614e+10,2679112.5,1.1574921e+11,2.0018246e+10,8.0072986e+10,1.5660792e+10,1.5656564e+10,6.0850371e+09,0.32719787,2586394.2,1
146000,730,2.0025078e+18,0,0,8.9724132e+15,6.7080532e+16,1.5275682e+19,0,0,1.2184199e+19,0,0,1.4298886e+18,0,0,2.2372141e+18,0,0,6.944561e+17,2.0026381e+10,8010532.2,1.2184872e+11,2.0026579e+10,2678672.1,1.1574989e+11,2.001844e+10,8.0073759e+10,1.5660499e+10,1.5656343e+10,6.0856282e+09,0.33146453,2595565.9,1
148000,740,2.0023322e+18,0,0,8.9716262e+15,6.7078885e+16,1.5275762e+19,0,0,1.2184263e+19,0,0,1.4299017e+18,0,0,2.2371727e+18,0,0,6.9451822e+17,2.0024624e+10,8009829.6,1.218487e+11,2.0024756e+10,2678259.1,1.1575049e+11,2.0018623e+10,8.0074494e+10,1.5660209e+10,1.5656097e+10,6.0861725e+09,0.3357312,2603813.1,1
150000,750,2.0021749e+18,0,0,8.9709214e+15,6.7077874e+16,1.5275835e+19,0,0,1.218432e+19,0,0,1.4299142e+18,0,0,2.2371317e+18,0,0,6.9457541e+17,2.0023051e+10,8009200.4,1.218487e+11,2.0023123e+10,2677870.6,1.1575104e+11,2.0018798e+10,8.0075194e+10,1.5659922e+10,1.5655831e+10,6.0866737e+09,0.33999787,2611226.9,1
152000,760,2.0020341e+18,0,0,8.9702908e+15,6.7077437e+16,1.52759e+19,0,0,1.2184373e+19,0,0,1.4299261e+18,0,0,2.2370909e+18,0,0,6.9462807e+17,2.0021643e+10,8008637.4,1.2184872e+11,2.002166e+10,2677504.2,1.1575154e+11,2.0018966e+10,8.0075862e+10,1.5659636e+10,1.5655547e+10,6.0871352e+09,0.34426453,2617889.3,1
154000,770,2.0019083e+18,0,0,8.9697268e+15,6.7077516e+16,1.527596e+19,0,0,1.2184421e+19,0,0,1.4299375e+18,0,0,2.2370499e+18,0,0,6.9467654e+17,2.0020385e+10,8008133.9,1.2184875e+11,2.0020353e+10,2677157.9,1.1575199e+11,2.0019125e+10,8.0076502e+10,1.565935e+10,1.565525e+10,6.08756e+09,0.3485312,2623874.4,1
156000,780,2.0017959e+18,0,0,8.969223e+15,6.7078061e+16,1.5276014e+19,0,0,1.2184464e+19,0,0,1.4299485e+18,0,0,2.2370088e+18,0,0,6.9472117e+17,2.001926e+10,8007684.1,1.2184879e+11,2.0019184e+10,2676829.5,1.1575241e+11,2.0019279e+10,8.0077114e+10,1.5659062e+10,1.5654942e+10,6.0879512e+09,0.35279787,2629249.1,1
158000,790,2.0016955e+18,0,0,8.9687734e+15,6.7079025e+16,1.5276064e+19,0,0,1.2184504e+19,0,0,1.429959e+18,0,0,2.2369675e+18,0,0,6.9476226e+17,2.0018257e+10,8007282.6,1.2184884e+11,2.0018141e+10,2676517.3,1.1575278e+11,2.0019426e+10,8.0077703e+10,1.5658773e+10,1.5654625e+10,6.0883112e+09,0.35706453,2634073.8,1
160000,800,2.001606e+18,0,0,8.9683725e+15,6.7080367e+16,1.527611e+19,0,0,1.218454e+19,0,0,1.4299691e+18,0,0,2.2369259e+18,0,0,6.9480008e+17,2.0017362e+10,8006924.7,1.218489e+11,2.001721e+10,2676219.7,1.1575313e+11,2.0019568e+10,8.007827e+10,1.5658481e+10,1.56543e+10,6.0886426e+09,0.3613312,2638402.9,1
162000,810,2.0015264e+18,0,0,8.9680155e+15,6.7082049e+16,1.5276152e+19,0,0,1.2184574e+19,0,0,1.4299789e+18,0,0,2.2368839e+18,0,0,6.9483489e+17,2.0016565e+10,8006606,1.2184897e+11,2.0016381e+10,2675935.3,1.1575345e+11,2.0019704e+10,8.0078817e+10,1.5658187e+10,1.5653969e+10,6.0889477e+09,0.36559787,2642285.4,1
164000,820,2.0014555e+18,0,0,8.9676981e+15,6.7084037e+16,1.5276191e+19,0,0,1.2184605e+19,0,0,1.4299883e+18,0,0,2.2368415e+18,0,0,6.9486693e+17,2.0015857e+10,8006322.7,1.2184904e+11,2.0015644e+10,2675662.7,1.1575375e+11,2.0019837e+10,8.0079346e+10,1.5657891e+10,1.5653633e+10,6.0892285e+09,0.36986453,2645765.6,1
166000,830,2.0013927e+18,0,0,8.9674163e+15,6.7086302e+16,1.5276227e+19,0,0,1.2184634e+19,0,0,1.4299975e+18,0,0,2.2367987e+18,0,0,6.9489644e+17,2.0015228e+10,8006071.1,1.2184912e+11,2.0014988e+10,2675400.7,1.1575402e+11,2.0019965e+10,8.0079859e+10,1.5657591e+10,1.5653294e+10,6.0894871e+09,0.3741312,2648883.3,1
168000,840,2.0013369e+18,0,0,8.9671667e+15,6.7088815e+16,1.5276261e+19,0,0,1.2184661e+19,0,0,1.4300064e+18,0,0,2.2367555e+18,0,0,6.9492359e+17,2.0014671e+10,8005848.2,1.218492e+11,2.0014408e+10,2675148.4,1.1575428e+11,2.0020089e+10,8.0080357e+10,1.5657289e+10,1.5652952e+10,6.0897251e+09,0.37839787,2651674.6,1
170000,850,2.0012877e+18,0,0,8.9669459e+15,6.7091552e+16,1.5276292e+19,0,0,1.2184686e+19,0,0,1.430015e+18,0,0,2.236712e+18,0,0,6.949486e+17,2.0014178e+10,8005651.1,1.2184929e+11,2.0013894e+10,2674904.7,1.1575451e+11,2.0020211e+10,8.0080842e+10,1.5656984e+10,1.5652607e+10,6.0899442e+09,0.38266453,2654171.9,1
172000,860,2.0012442e+18,0,0,8.9667511e+15,6.7094491e+16,1.5276322e+19,0,0,1.2184709e+19,0,0,1.4300235e+18,0,0,2.236668e+18,0,0,6.9497162e+17,2.0013743e+10,8005477.2,1.2184938e+11,2.001344e+10,2674668.8,1.1575474e+11,2.0020329e+10,8.0081315e+10,1.5656676e+10,1.5652261e+10,6.090146e+09,0.3869312,2656404.4,1
174000,870,2.001206e+18,0,0,8.9665798e+15,6.7097611e+16,1.527635e+19,0,0,1.2184732e+19,0,0,1.4300317e+18,0,0,2.2366237e+18,0,0,6.9499282e+17,2.0013361e+10,8005324.2,1.2184948e+11,2.001304e+10,2674439.9,1.1575495e+11,2.0020444e+10,8.0081777e+10,1.5656366e+10,1.5651913e+10,6.0903318e+09,0.39119787,2658398.4,1
176000,880,2.0011724e+18,0,0,8.9664296e+15,6.7100895e+16,1.5276376e+19,0,0,1.2184753e+19,0,0,1.4300398e+18,0,0,2.236579e+18,0,0,6.9501235e+17,2.0013025e+10,8005190.1,1.2184958e+11,2.0012689e+10,2674217.3,1.1575515e+11,2.0020557e+10,8.008223e+10,1.5656053e+10,1.5651564e+10,6.0905029e+09,0.39546453,2660177.5,1
178000,890,2.0011432e+18,0,0,8.9662983e+15,6.7104327e+16,1.5276402e+19,0,0,1.2184773e+19,0,0,1.4300477e+18,0,0,2.2365339e+18,0,0,6.9503034e+17,2.0012732e+10,8005072.9,1.2184968e+11,2.0012382e+10,2674000.4,1.1575534e+11,2.0020668e+10,8.0082673e+10,1.5655737e+10,1.5651215e+10,6.0906605e+09,0.3997312,2661763.3,1
180000,900,2.0011177e+18,0,0,8.9661842e+15,6.7107891e+16,1.5276425e+19,0,0,1.2184792e+19,0,0,1.4300555e+18,0,0,2.2364885e+18,0,0,6.9504691e+17,2.0012478e+10,8004971.1,1.2184979e+11,2.0012115e+10,2673788.6,1.1575552e+11,2.0020777e+10,8.0083109e+10,1.565542e+10,1.5650865e+10,6.0908057e+09,0.40399787,2663174.9,1
182000,910,2.0010957e+18,0,0,8.9660855e+15,6.7111575e+16,1.5276448e+19,0,0,1.218481e+19,0,0,1.4300632e+18,0,0,2.2364428e+18,0,0,6.9506218e+17,2.0012257e+10,8004883,1.2184989e+11,2.0011883e+10,2673581.5,1.157557e+11,2.0020884e+10,8.0083537e+10,1.56551e+10,1.5650515e+10,6.0909395e+09,0.40826453,2664429.6,1
184000,920,2.0010767e+18,0,0,8.9660007e+15,6.7115366e+16,1.527647e+19,0,0,1.2184828e+19,0,0,1.4300707e+18,0,0,2.2363968e+18,0,0,6.9507625e+17,2.0012068e+10,8004807.2,1.2185e+11,2.0011684e+10,2673378.5,1.1575586e+11,2.002099e+10,8.0083959e+10,1.5654778e+10,1.5650166e+10,6.0910629e+09,0.4125312,2665543.1,1
186000,930,2.0010606e+18,0,0,8.9659284e+15,6.7119254e+16,1.5276492e+19,0,0,1.2184845e+19,0,0,1.4300781e+18,0,0,2.2363506e+18,0,0,6.9508923e+17,2.0011907e+10,8004742.7,1.2185011e+11,2.0011513e+10,2673179.3,1.1575602e+11,2.0021094e+10,8.0084376e+10,1.5654454e+10,1.5649816e+10,6.0911766e+09,0.41679787,2666529.5,1
188000,940,2.001047e+18,0,0,8.9658673e+15,6.712323e+16,1.5276512e+19,0,0,1.2184861e+19,0,0,1.4300855e+18,0,0,2.2363041e+18,0,0,6.9510119e+17,2.001177e+10,8004688.1,1.2185022e+11,2.0011369e+10,2672983.4,1.1575618e+11,2.0021197e+10,8.0084787e+10,1.5654129e+10,1.5649466e+10,6.0912815e+09,0.42106453,2667401.3,1
190000,950,2.0010356e+18,0,0,8.9658164e+15,6.7127285e+16,1.5276532e+19,0,0,1.2184877e+19,0,0,1.4300927e+18,0,0,2.2362573e+18,0,0,6.9511223e+17,2.0011657e+10,8004642.7,1.2185033e+11,2.0011248e+10,2672790.6,1.1575633e+11,2.0021298e+10,8.0085193e+10,1.5653801e+10,1.5649116e+10,6.0913782e+09,0.4253312,2668170.1,1
192000,960,2.0010263e+18,0,0,8.9657746e+15,6.713141e+16,1.5276551e+19,0,0,1.2184892e+19,0,0,1.4300999e+18,0,0,2.2362104e+18,0,0,6.9512242e+17,2.0011563e+10,8004605.4,1.2185045e+11,2.0011148e+10,2672600.6,1.1575648e+11,2.0021399e+10,8.0085596e+10,1.5653473e+10,1.5648767e+10,6.0914675e+09,0.42959787,2668846,1
194000,970,2.0010188e+18,0,0,8.965741e+15,6.71356e+16,1.527657e+19,0,0,1.2184907e+19,0,0,1.4301071e+18,0,0,2.2361632e+18,0,0,6.9513183e+17,2.0011488e+10,8004575.4,1.2185056e+11,2.0011067e+10,2672412.9,1.1575662e+11,2.0021499e+10,8.0085995e+10,1.5653143e+10,1.5648418e+10,6.0915499e+09,0.43386453,2669438.4,1
196000,980,2.0010129e+18,0,0,8.9657149e+15,6.7139847e+16,1.5276589e+19,0,0,1.2184922e+19,0,0,1.4301141e+18,0,0,2.2361159e+18,0,0,6.9514052e+17,2.001143e+10,8004552,1.2185068e+11,2.0011003e+10,2672227.6,1.1575676e+11,2.0021598e+10,8.008639e+10,1.5652811e+10,1.5648069e+10,6.0916261e+09,0.4381312,2669955.5,1
198000,990,2.0010086e+18,0,0,8.9656954e+15,6.7144146e+16,1.5276607e+19,0,0,1.2184937e+19,0,0,1.4301211e+18,0,0,2.2360684e+18,0,0,6.9514855e+17,2.0011387e+10,8004534.6,1.218508e+11,2.0010954e+10,2672044.2,1.157569e+11,2.0021696e+10,8.0086783e+10,1.5652479e+10,1.5647721e+10,6.0916964e+09,0.44239787,2670404.9,1
200000,1000,2.0010056e+18,0,0,8.9656819e+15,6.7148491e+16,1.5276625e+19,0,0,1.2184951e+19,0,0,1.4301281e+18,0,0,2.2360207e+18,0,0,6.9515597e+17,2.0011356e+10,8004522.6,1.2185091e+11,2.001092e+10,2671862.6,1.1575703e+11,2.0021793e+10,8.0087172e+10,1.5652145e+10,1.5647373e+10,6.0917615e+09,0.44666453,2670793.2,1
202000,1010,2.0010038e+18,0,0,8.9656738e+15,6.7152879e+16,1.5276642e+19,0,0,1.2184965e+19,0,0,1.430135e+18,0,0,2.2359729e+18,0,0,6.9516284e+17,2.0011338e+10,8004515.3,1.2185103e+11,2.0010898e+10,2671682.7,1.1575716e+11,2.002189e+10,8.008756e+10,1.5651811e+10,1.5647025e+10,6.0918217e+09,0.4509312,2671126.6,1
204000,1020,2.0010031e+18,0,0,8.9656706e+15,6.7157305e+16,1.5276659e+19,0,0,1.2184978e+19,0,0,1.4301419e+18,0,0,2.235925e+18,0,0,6.951692e+17,2.0011331e+10,8004512.5,1.2185115e+11,2.0010887e+10,2671504.3,1.157573e+11,2.0021986e+10,8.0087945e+10,1.5651475e+10,1.5646678e+10,6.0918774e+09,0.45519787,2671410.6,1
206000,1030,2.0010033e+18,0,0,8.9656718e+15,6.7161765e+16,1.5276676e+19,0,0,1.2184992e+19,0,0,1.4301487e+18,0,0,2.235877e+18,0,0,6.9517509e+17,2.0011334e+10,8004513.5,1.2185127e+11,2.0010886e+10,2671327.1,1.1575742e+11,2.0022082e+10,8.0088328e+10,1.5651139e+10,1.564633e+10,6.091929e+09,0.45946453,2671650.1,1
208000,1040,2.0010045e+18,0,0,8.9656769e+15,6.7166256e+16,1.5276693e+19,0,0,1.2185005e+19,0,0,1.4301555e+18,0,0,2.2358289e+18,0,0,6.9518055e+17,2.0011345e+10,8004518.1,1.2185139e+11,2.0010895e+10,2671151.2,1.1575755e+11,2.0022178e+10,8.008871e+10,1.5650802e+10,1.5645984e+10,6.0919769e+09,0.4637312,2671849.4,1
210000,1050,2.0010064e+18,0,0,8.9656856e+15,6.7170774e+16,1.527671e+19,0,0,1.2185019e+19,0,0,1.4301623e+18,0,0,2.2357806e+18,0,0,6.9518562e+17,2.0011365e+10,8004525.9,1.2185151e+11,2.0010912e+10,2670976.3,1.1575768e+11,2.0022273e+10,8.008909e+10,1.5650465e+10,1.5645637e+10,6.0920213e+09,0.46799787,2672012.7,1
212000,1060,2.0010091e+18,0,0,8.9656975e+15,6.7175318e+16,1.5276726e+19,0,0,1.2185032e+19,0,0,1.4301691e+18,0,0,2.2357323e+18,0,0,6.9519032e+17,2.0011391e+10,8004536.5,1.2185163e+11,2.0010936e+10,2670802.4,1.157578e+11,2.0022367e+10,8.0089469e+10,1.5650126e+10,1.5645291e+10,6.0920625e+09,0.47226453,2672143.4,1
214000,1070,2.0010124e+18,0,0,8.9657123e+15,6.7179884e+16,1.5276743e+19,0,0,1.2185045e+19,0,0,1.4301758e+18,0,0,2.2356839e+18,0,0,6.9519469e+17,2.0011424e+10,8004549.7,1.2185175e+11,2.0010967e+10,2670629.4,1.1575793e+11,2.0022462e+10,8.0089847e+10,1.5649788e+10,1.5644944e+10,6.0921008e+09,0.4765312,2672244.8,1
216000,1080,2.0010163e+18,0,0,8.9657297e+15,6.7184471e+16,1.5276759e+19,0,0,1.2185058e+19,0,0,1.4301826e+18,0,0,2.2356354e+18,0,0,6.9519876e+17,2.0011463e+10,8004565.3,1.2185187e+11,2.0011004e+10,2670457.2,1.1575805e+11,2.0022556e+10,8.0090223e+10,1.5649448e+10,1.5644598e+10,6.0921365e+09,0.48079787,2672319.9,1
218000,1090,2.0010207e+18,0,0,8.9657495e+15,6.7189076e+16,1.5276775e+19,0,0,1.2185071e+19,0,0,1.4301893e+18,0,0,2.2355869e+18,0,0,6.9520255e+17,2.0011507e+10,8004582.9,1.2185199e+11,2.0011046e+10,2670285.7,1.1575817e+11,2.002265e+10,8.0090599e+10,1.5649109e+10,1.5644253e+10,6.0921697e+09,0.48506453,2672371.3,1
220000,1100,2.0010256e+18,0,0,8.9657714e+15,6.7193698e+16,1.5276791e+19,0,0,1.2185083e+19,0,0,1.430196e+18,0,0,2.2355383e+18,0,0,6.9520608e+17,2.0011556e+10,8004602.5,1.2185211e+11,2.0011093e+10,2670114.9,1.1575829e+11,2.0022743e+10,8.0090974e+10,1.5648768e+10,1.5643907e+10,6.0922006e+09,0.4893312,2672401.3,1
222000,1110,2.0010309e+18,0,0,8.9657952e+15,6.7198334e+16,1.5276807e+19,0,0,1.2185096e+19,0,0,1.4302026e+18,0,0,2.2354897e+18,0,0,6.9520938e+17,2.0011609e+10,8004623.7,1.2185223e+11,2.0011145e+10,2669944.6,1.1575841e+11,2.0022837e+10,8.0091348e+10,1.5648428e+10,1.5643562e+10,6.0922295e+09,0.49359787,2672412,1
224000,1120,2.0010366e+18,0,0,8.9658207e+15,6.7202985e+16,1.5276823e+19,0,0,1.2185109e+19,0,0,1.4302093e+18,0,0,2.235441e+18,0,0,6.9521246e+17,2.0011666e+10,8004646.5,1.2185235e+11,2.0011201e+10,2669774.9,1.1575853e+11,2.002293e+10,8.0091721e+10,1.5648087e+10,1.5643217e+10,6.0922565e+09,0.49786453,2672405.4,1
226000,1130,2.0010426e+18,0,0,8.9658477e+15,6.7207647e+16,1.5276839e+19,0,0,1.2185122e+19,0,0,1.430216e+18,0,0,2.2353923e+18,0,0,6.9521534e+17,2.0011727e+10,8004670.6,1.2185248e+11,2.001126e+10,2669605.6,1.1575865e+11,2.0023023e+10,8.0092094e+10,1.5647746e+10,1.5642872e+10,6.0922818e+09,0.5021312,2672383.1,1
228000,1140,2.0010489e+18,0,0,8.9658762e+15,6.721232e+16,1.5276855e+19,0,0,1.2185134e+19,0,0,1.4302226e+18,0,0,2.2353435e+18,0,0,6.9521804e+17,2.001179e+10,8004696,1.218526e+11,2.0011322e+10,2669436.8,1.1575877e+11,2.0023117e+10,8.0092466e+10,1.5647405e+10,1.5642527e+10,6.0923055e+09,0.50639787,2672346.8,1
230000,1150,2.0010556e+18,0,0,8.9659059e+15,6.7217004e+16,1.527687e+19,0,0,1.2185147e+19,0,0,1.4302293e+18,0,0,2.2352947e+18,0,0,6.9522058e+17,2.0011856e+10,8004722.5,1.2185272e+11,2.0011388e+10,2669268.4,1.1575889e+11,2.0023209e+10,8.0092838e+10,1.5647063e+10,1.5642182e+10,6.0923277e+09,0.51066453,2672297.8,1
232000,1160,2.0010625e+18,0,0,8.9659367e+15,6.7221696e+16,1.5276886e+19,0,0,1.2185159e+19,0,0,1.4302359e+18,0,0,2.2352459e+18,0,0,6.9522296e+17,2.0011925e+10,8004750.1,1.2185284e+11,2.0011456e+10,2669100.3,1.1575901e+11,2.0023302e+10,8.0093209e+10,1.5646721e+10,1.5641838e+10,6.0923486e+09,0.5149312,2672237.4,1
234000,1170,2.0010696e+18,0,0,8.9659686e+15,6.7226397e+16,1.5276902e+19,0,0,1.2185172e+19,0,0,1.4302425e+18,0,0,2.2351971e+18,0,0,6.952252e+17,2.0011996e+10,8004778.5,1.2185296e+11,2.0011526e+10,2668932.5,1.1575913e+11,2.0023395e+10,8.009358e+10,1.564638e+10,1.5641493e+10,6.0923682e+09,0.51919787,2672166.8,1
236000,1180,2.0010769e+18,0,0,8.9660014e+15,6.7231105e+16,1.5276917e+19,0,0,1.2185184e+19,0,0,1.4302491e+18,0,0,2.2351482e+18,0,0,6.9522732e+17,2.001207e+10,8004807.8,1.2185309e+11,2.0011598e+10,2668765.1,1.1575925e+11,2.0023488e+10,8.0093951e+10,1.5646037e+10,1.5641149e+10,6.0923867e+09,0.52346453,2672086.8,1
238000,1190,2.0010844e+18,0,0,8.966035e+15,6.7235819e+16,1.5276933e+19,0,0,1.2185197e+19,0,0,1.4302557e+18,0,0,2.2350993e+18,0,0,6.9522931e+17,2.0012145e+10,8004837.8,1.2185321e+11,2.0011673e+10,2668597.9,1.1575937e+11,2.002358e+10,8.0094321e+10,1.5645695e+10,1.5640804e+10,6.0924042e+09,0.5277312,2671998.5,1
240000,1200,2.0010921e+18,0,0,8.9660693e+15,6.7240539e+16,1.5276948e+19,0,0,1.2185209e+19,0,0,1.4302624e+18,0,0,2.2350504e+18,0,0,6.952312e+17,2.0012221e+10,8004868.5,1.2185333e+11,2.0011749e+10,2668430.9,1.1575949e+11,2.0023673e+10,8.0094691e+10,1.5645353e+10,1.564046e+10,6.0924208e+09,0.53199787,2671902.7,1
242000,1210,2.0010999e+18,0,0,8.9661044e+15,6.7245265e+16,1.5276964e+19,0,0,1.2185221e+19,0,0,1.430269e+18,0,0,2.2350014e+18,0,0,6.9523299e+17,2.0012299e+10,8004899.8,1.2185345e+11,2.0011827e+10,2668264.2,1.157596e+11,2.0023765e+10,8.0095061e+10,1.564501e+10,1.5640116e+10,6.0924365e+09,0.53626453,2671800.2,1
244000,1220,2.0011078e+18,0,0,8.96614e+15,6.7249996e+16,1.527698e+19,0,0,1.2185234e+19,0,0,1.4302756e+18,0,0,2.2349525e+18,0,0,6.9523469e+17,2.0012379e+10,8004931.6,1.2185358e+11,2.0011906e+10,2668097.6,1.1575972e+11,2.0023858e+10,8.0095431e+10,1.5644668e+10,1.5639772e+10,6.0924513e+09,0.5405312,2671691.5,1
246000,1230,2.0011159e+18,0,0,8.9661763e+15,6.7254732e+16,1.5276995e+19,0,0,1.2185246e+19,0,0,1.4302822e+18,0,0,2.2349035e+18,0,0,6.952363e+17,2.001246e+10,8004963.9,1.218537e+11,2.0011986e+10,2667931.3,1.1575984e+11,2.002395e+10,8.0095801e+10,1.5644325e+10,1.5639428e+10,6.0924655e+09,0.54479787,2671577.4,1
